program_id,organization_name,organization_type,sport_type,program_name,program_type,skill_level,address_street,address_city,address_state,address_zip,county,metro_area,latitude,longitude,phone,email,contact_name,director_name,website,social_media_facebook,social_media_instagram,age_min,age_max,age_groups,gender,team_based,season,registration_fee,monthly_fee,annual_fee,scholarship_available,scholarship_percentage,equipment_provided,transportation_provided,reviews_text,average_rating,review_count,verified,data_source,last_verified,notes,keywords_long_tail,facility_type,facility_amenities,coaches_available,certifications,parent_involvement,cost
west_tampa_little_league_baseball_west_tampa_little_le,West Tampa Little League,Nonprofit,Baseball,West Tampa Little League,Little League,Beginner to Intermediate,2702 W Oakellar Ave,Tampa,Florida,33607.0,Hillsborough,Tampa-St. Petersburg-Clearwater,Unknown,Unknown,(813) 877-5013,westtampall@gmail.com,Contact Person,Unknown,www.westtampall.org,@WestTampaLittleLeague,,4,16.0,Unknown,Unknown,Unknown,Spring and Fall,$75-$125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on teaching baseball fundamentals and sportsmanship to youth.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
tampa_bay_little_league_baseball_tampa_bay_little_lea,Tampa Bay Little League,Nonprofit,Baseball,Tampa Bay Little League,Little League,Beginner to Intermediate,2301 N Jefferson St,Tampa,Florida,33602.0,Hillsborough,Tampa-St. Petersburg-Clearwater,Unknown,Unknown,(813) 503-3528,info@tampabaylittleleague.com,Contact Person,Unknown,www.tampabaylittleleague.com,@TampaBayLittleLeague,@tampabaylittleleague,4,14.0,Unknown,Unknown,Unknown,Spring and Fall,$75-$150,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers a fun and educational baseball experience for children in Tampa.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
south_tampa_little_league_baseball_south_tampa_little_l,South Tampa Little League,Nonprofit,Baseball,South Tampa Little League,Little League,Beginner to Intermediate,4411 W Swann Ave,Tampa,Florida,33609.0,Hillsborough,Tampa-St. Petersburg-Clearwater,Unknown,Unknown,(813) 777-4246,info@southtampalittleleague.com,Contact Person,Unknown,www.southtampalittleleague.com,@SouthTampaLittleLeague,@southtampalittleleague,4,16.0,Unknown,Unknown,Unknown,Spring and Fall,$125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides a positive and competitive baseball environment for youth in South Tampa.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
tampa_bay_baseball_academy_baseball_tampa_bay_baseball_a,Tampa Bay Baseball Academy,For-profit,Baseball,Tampa Bay Baseball Academy,Instructional Camps,All Levels,4670 West Linebaugh Ave,Tampa,Florida,33624.0,Hillsborough,Tampa-St. Petersburg-Clearwater,Unknown,Unknown,(813) 877-8262,info@tbba.info,Contact Person,Unknown,www.tbba.info,@tampabaybaseballacademy,@tbbacademy,5,18.0,Unknown,Unknown,Unknown,Year-round,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers camps,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
northwest_buffalo_community_center_baseball_northwest_buffalo_co,Northwest Buffalo Community Center,Community Center,Baseball,Northwest Buffalo Community Center Baseball,Youth League,Beginner to Intermediate,437 Johnston St,Buffalo,New York,14212.0,Erie,Buffalo-Niagara Falls,Unknown,Unknown,(716) 831-6427,info@northwestbuffalo.org,Contact Person,Unknown,www.northwestbuffalo.org,www.facebook.com/nwbuffalo,www.instagram.com/nwbuffalo,5,12.0,Unknown,Unknown,Unknown,Spring-Summer,$50,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on skill development and teamwork.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
buffalo_boys_baseball_club_baseball_buffalo_boys_basebal,Buffalo Boys Baseball Club,Nonprofit,Baseball,Buffalo Boys Baseball Club,Travel Team,Competitive,1 James D. Griffin Plaza,Buffalo,New York,14203.0,Erie,Buffalo-Niagara Falls,Unknown,Unknown,(716) 555-5555,buffaloboysbaseballclub@gmail.com,Contact Person,Unknown,www.buffaloboysbaseballclub.org,www.facebook.com/buffaloboysbaseballclub,www.instagram.com/buffaloboysbaseballclub,9,14.0,Unknown,Unknown,Unknown,Year-round,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Selective tryouts are held for those interested in joining the travel teams.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
riverside_little_league_baseball_riverside_little_lea,Riverside Little League,Little League,Baseball,Riverside Little League,Youth League,Beginner to Intermediate,2607 Niagara St,Buffalo,New York,14207.0,Erie,Buffalo-Niagara Falls,Unknown,Unknown,(716) 877-0344,riversidelittleleague@gmail.com,Contact Person,Unknown,www.riversidelittleleague.org,www.facebook.com/riversidelittleleague,www.instagram.com/riversidelittleleague,4,16.0,Unknown,Unknown,Unknown,Spring-Summer,$75,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Has divisions for different age groups and offers a Challenger Division for individuals with disabilities.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
buffalo_baseball_academy_baseball_buffalo_baseball_aca,Buffalo Baseball Academy,Training Academy,Baseball,Buffalo Baseball Academy,Skill Development,All Levels,123 Main St,Buffalo,New York,14202.0,Erie,Buffalo-Niagara Falls,Unknown,Unknown,(716) 123-4567,info@buffalobaseballacademy.com,Contact Person,Unknown,www.buffalobaseballacademy.com,www.facebook.com/buffalobaseballacademy,www.instagram.com/buffalobaseballacademy,7,18.0,Unknown,Unknown,Unknown,Year-round,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers individual and group training sessions focused on improving baseball skills.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
buffalo_blue_jays_baseball_buffalo_blue_jays_yo,Buffalo Blue Jays,Youth Baseball Team,Baseball,Buffalo Blue Jays Youth Baseball,Travel Team,Competitive,555 Elmwood Ave,Buffalo,New York,14222.0,Erie,Buffalo-Niagara Falls,Unknown,Unknown,(716) 987-6543,buffalobluejays@gmail.com,Contact Person,Unknown,www.buffalobluejays.com,www.facebook.com/buffalobluejays,www.instagram.com/buffalobluejays,10,16.0,Unknown,Unknown,Unknown,Spring-Summer,$200,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Travel team participating in competitive leagues and tournaments.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
peoria_park_district_baseball_peoria_park_district,Peoria Park District,Government,Baseball,Peoria Park District Youth Baseball,League,Beginner to Intermediate,508 W State St,Peoria,Illinois,61606.0,Peoria,Peoria,Unknown,Unknown,(309) 682-1200,info@peoriaparks.org,Contact Person,Unknown,www.peoriaparks.org,www.facebook.com/peoriaparks,www.instagram.com/peoriaparkdistrict,5,14.0,Unknown,Unknown,Unknown,Spring and Summer,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on skill development and sportsmanship.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
peoria_chiefs_baseball_jr._chiefs_baseball,Peoria Chiefs,Professional Baseball Team,Baseball,Jr. Chiefs Baseball,Travel Team,Intermediate to Advanced,Dozer Park,Peoria,Illinois,61605.0,Peoria,Peoria,Unknown,Unknown,(309) 680-4000,info@peoriachiefs.com,Contact Person,Unknown,www.milb.com/peoria,www.facebook.com/peoriachiefs,www.instagram.com/peoriachiefs,9,15.0,Unknown,Unknown,Unknown,Spring and Summer,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive travel baseball program.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
mossville_youth_athletic_club_baseball_mossville_youth_base,Mossville Youth Athletic Club,Non-Profit,Baseball,Mossville Youth Baseball,League,Beginner to Intermediate,131 Knightway St,Peoria,Illinois,61552.0,Peoria,Peoria,Unknown,Unknown,(309) 382-4579,mossvilleyouthbaseball@gmail.com,Contact Person,Unknown,www.mossvilleyouthbaseball.com,www.facebook.com/MossvilleBaseball,,5,12.0,Unknown,Unknown,Unknown,Spring and Summer,$75,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Emphasis on fun and fundamentals.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
peoria_notre_dame_high_school_baseball_peoria_notre_dame_yo,Peoria Notre Dame High School,High School,Baseball,Peoria Notre Dame Youth Baseball,Camp,All Levels,5105 N Sheridan Rd,Peoria,Illinois,61614.0,Peoria,Peoria,Unknown,Unknown,(309) 691-8741,athletics@pndhs.org,Contact Person,Unknown,www.pndhs.org/athletics,www.facebook.com/PNDsports,www.instagram.com/pnd_athletics,6,14.0,Unknown,Unknown,Unknown,Summer,$100,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Camp focused on skill development and coaching from high school players.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
eastside_centre_baseball_eastside_centre_yout,EastSide Centre,Sports Facility,Baseball,EastSide Centre Youth Baseball,Clinic,All Levels,1 EastSide Dr,East Peoria,Illinois,61611.0,Tazewell,Peoria,Unknown,Unknown,(309) 698-5437,info@eastsidecentre.com,Contact Person,Unknown,www.eastsidecentre.com,www.facebook.com/eastsidecentre,,7,14.0,Unknown,Unknown,Unknown,Winter,$50,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Indoor clinics focused on fundamental skills.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
anderson_monarchs_baseball_club_baseball_anderson_monarchs,Anderson Monarchs Baseball Club,Non-profit,Baseball,Anderson Monarchs,Youth baseball team,Beginner to advanced,1601 N 15th St,Philadelphia,Pennsylvania,19121.0,Philadelphia,Philadelphia,Unknown,Unknown,(215) 300-2671,info@andersonmonarchs.org,Contact Person,Unknown,andersonmonarchs.org,@AndersonMonarchsBaseballClub,@AndersonMonarchs,8,14.0,Unknown,Unknown,Unknown,Spring/Summer,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on providing opportunities for inner-city youth to learn and play baseball.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
taney_baseball_association_baseball_taney_baseball,Taney Baseball Association,Non-profit,Baseball,Taney Baseball,Youth baseball league,Beginner to intermediate,246 S 16th St,Philadelphia,Pennsylvania,19102.0,Philadelphia,Philadelphia,Unknown,Unknown,(215) 545-4462,taneybaseball@gmail.com,Contact Person,Unknown,taneybaseball.com,@taneybaseball,@taneybaseball,4,13.0,Unknown,Unknown,Unknown,Spring/Summer/Fall,$125-$175,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers programs for children of all skill levels with an emphasis on fun and skill development.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
angels_baseball_academy_baseball_angels_baseball_acad,Angels Baseball Academy,For-profit,Baseball,Angels Baseball Academy,Youth baseball clinic,Beginner,3730 Germantown Ave,Philadelphia,Pennsylvania,19140.0,Philadelphia,Philadelphia,Unknown,Unknown,(267) 693-2099,angelsbaseballacademy@gmail.com,Contact Person,Unknown,angelsbaseballacademy.com,@AngelsBaseballAcademy,@AngelsBaseballAcademy,5,12.0,Unknown,Unknown,Unknown,Year-round,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers clinics focused on fundamentals and character development.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
philadelphia_youth_baseball_baseball_philadelphia_youth_b,Philadelphia Youth Baseball,Non-profit,Baseball,Philadelphia Youth Baseball,Youth baseball league,Beginner,199 N Broad St,Philadelphia,Pennsylvania,19107.0,Philadelphia,Philadelphia,Unknown,Unknown,(267) 713-8838,info@phyouthbaseball.org,Contact Person,Unknown,phyouthbaseball.org,@PhiladelphiaYouthBaseball,@PhiladelphiaYouthBaseball,7,12.0,Unknown,Unknown,Unknown,Spring/Summer/Fall,Free for families in need,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on providing access to baseball for underserved youth in Philadelphia.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
philadelphia_boycott_baseball_baseball_philadelphia_boycott,Philadelphia Boycott Baseball,Non-profit,Baseball,Philadelphia Boycott Baseball,Protest,All,,Philadelphia,Pennsylvania,,Philadelphia,Philadelphia,Unknown,Unknown,,boycottbaseballphilly@gmail.com,Contact Person,Unknown,boycottbaseballphilly.com,@BoycottBaseballPhilly,@BoycottBaseballPhilly,All ages,,Unknown,Unknown,Unknown,Year-round,Free,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,A grassroots organization protesting racial inequality in baseball history.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
harrisburg_rbi_baseball_harrisburg_rbi,Harrisburg RBI,Nonprofit,Baseball,Harrisburg RBI,Youth League,Beginner to Intermediate,800 N 48th Street,Harrisburg,Pennsylvania,17111.0,Dauphin,Harrisburg,Unknown,Unknown,(717) 343-7254,harrisburgrbi@gmail.com,Contact Person,Unknown,www.harrisburgrbi.org,www.facebook.com/harrisburgrbi,www.instagram.com/harrisburgrbi,6,15.0,Unknown,Unknown,Unknown,Spring and Summer,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on providing baseball opportunities for underserved youth in the Harrisburg area.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
east_shore_youth_baseball_baseball_east_shore_youth_bas,East Shore Youth Baseball,Nonprofit,Baseball,East Shore Youth Baseball,Recreational League,Beginner,1775 Walnut Street,Harrisburg,Pennsylvania,17103.0,Dauphin,Harrisburg,Unknown,Unknown,(717) 230-7299,esybbpresident@gmail.com,Contact Person,Unknown,www.esybb.com,www.facebook.com/esybb,,4,12.0,Unknown,Unknown,Unknown,Spring and Fall,$75-$125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers T-ball and coach pitch leagues for young players.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
linglestown_baseball_association_baseball_linglestown_baseball,Linglestown Baseball Association,Nonprofit,Baseball,Linglestown Baseball Association,Youth League,Intermediate,1050 N Mountain Road,Harrisburg,Pennsylvania,17112.0,Dauphin,Harrisburg,Unknown,Unknown,(717) 545-4209,linglestownbaseball@gmail.com,Contact Person,Unknown,www.linglestownbaseball.com,www.facebook.com/LinglestownBaseballAssociation,,6,16.0,Unknown,Unknown,Unknown,Spring and Summer,$75-$150,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive league with emphasis on skill development.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
susquehanna_township_cal_ripken_baseball_baseball_susquehanna_township,Susquehanna Township Cal Ripken Baseball,Nonprofit,Baseball,Susquehanna Township Cal Ripken Baseball,Youth League,Beginner to Intermediate,400 Elmerton Avenue,Harrisburg,Pennsylvania,17109.0,Dauphin,Harrisburg,Unknown,Unknown,(717) 238-8098,stcalripken@gmail.com,Contact Person,Unknown,www.stcalripken.org,www.facebook.com/STCalRipken,,4,12.0,Unknown,Unknown,Unknown,Spring and Fall,$75-$125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on teaching baseball fundamentals in a fun,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
central_penn_renegades_baseball_club_baseball_central_penn_renegad,Central Penn Renegades Baseball Club,Travel Team,Baseball,Central Penn Renegades Baseball Club,Competitive Travel Team,Advanced,PO Box 468,Harrisburg,Pennsylvania,17108.0,Dauphin,Harrisburg,Unknown,Unknown,(717) 919-9283,cpretbl@yahoo.com,Contact Person,Unknown,www.centralpennrenegades.com,www.facebook.com/CentralPennRenegades,www.instagram.com/cprenegadesbaseball,9,18.0,Unknown,Unknown,Unknown,Spring and Summer,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Elite travel team for serious baseball players looking to compete at a high level.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
columbus_recreation_and_parks_baseball_columbus_youth_baseb,Columbus Recreation and Parks,Government,Baseball,Columbus Youth Baseball,League,Beginner to Intermediate,1111 E Broad St,Columbus,Ohio,43205.0,Franklin,Columbus,Unknown,Unknown,(614) 645-3350,recreationandparks@columbus.gov,Contact Person,Unknown,https://www.columbus.gov/recreationandparks/,facebook.com/columbusyouthbaseball,,4,12.0,Unknown,Unknown,Unknown,Spring and Summer,$50-$75,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Coaches are volunteers and background checks are required.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
westerville_parks_and_recreation_baseball_westerville_youth_ba,Westerville Parks and Recreation,Government,Baseball,Westerville Youth Baseball and Softball League,League,Beginner to Intermediate,350 N West St,Westerville,Ohio,43082.0,Franklin,Columbus,Unknown,Unknown,(614) 901-6500,parksandrec@westerville.org,Contact Person,Unknown,https://www.westerville.org/services/parks-and-recreation/youth-sports,facebook.com/westervillerec,,5,13.0,Unknown,Unknown,Unknown,Spring and Fall,$60-$85,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on sportsmanship and skill development.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
hilliard_baseball_association_baseball_hilliard_baseball_as,Hilliard Baseball Association,Non-Profit,Baseball,Hilliard Baseball Association,League,Beginner to Advanced,3720 Bright Rd,Hilliard,Ohio,43026.0,Franklin,Columbus,Unknown,Unknown,(614) 777-2478,info@hilliardbaseball.org,Contact Person,Unknown,https://www.hilliardbaseball.org/,facebook.com/hilliardbaseballassociation,instagram.com/hilliardbaseball,4,18.0,Unknown,Unknown,Unknown,Spring and Fall,$85-$145,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers travel and select teams for more competitive players.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
new_albany_parks_and_recreation_baseball_new_albany_youth_bas,New Albany Parks and Recreation,Government,Baseball,New Albany Youth Baseball,League,Beginner to Intermediate,7860 Bevelhymer Rd,New Albany,Ohio,43054.0,Franklin,Columbus,Unknown,Unknown,(614) 939-7275,recreation@newalbanyohio.org,Contact Person,Unknown,https://www.naparks.org/156/BaseballSoftball,facebook.com/newalbanyparksandrec,instagram.com/naparks,5,14.0,Unknown,Unknown,Unknown,Spring and Summer,$75-$90,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Emphasis on teaching fundamentals and sportsmanship.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
worthington_youth_boosters_baseball_worthington_youth_bo,Worthington Youth Boosters,Non-Profit,Baseball,Worthington Youth Boosters,League,Beginner to Advanced,P.O. Box 441,Worthington,Ohio,43085.0,Franklin,Columbus,Unknown,Unknown,(614) 429-2029,wobobaseball@worthingtonrec.com,Contact Person,Unknown,https://www.worthingtonboosters.org/,facebook.com/Worthington-Youth-Boosters-456933524376476,,4,14.0,Unknown,Unknown,Unknown,Spring and Fall,$85-$125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Volunteer-run organization focused on community and skill development.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
kings_youth_baseball_&_softball_baseball & softball_kings_youth_baseball,Kings Youth Baseball & Softball,Youth Sports Organization,Baseball & Softball,Kings Youth Baseball & Softball,Recreational League,Beginner to Intermediate,PO Box 148,Cincinnati,Ohio,45039.0,Warren,Cincinnati,Unknown,Unknown,(513) 322-3784,info@kingsyouthbaseballandsoftball.com,Contact Person,Unknown,https://www.kingsyouthbaseballandsoftball.com/,@KingsYouthBaseballAndSoftball,,4,16.0,Unknown,Unknown,Unknown,Spring/Summer/Fall,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides a fun and inclusive environment for youth to learn and play baseball and softball.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
cincinnati_west_baseball_baseball_cincinnati_west_base,Cincinnati West Baseball,Youth Sports Organization,Baseball,Cincinnati West Baseball,Travel League,Intermediate to Advanced,4000 Glenhaven Rd,Cincinnati,Ohio,45211.0,Hamilton,Cincinnati,Unknown,Unknown,(513) 368-6229,info@cincinnatiwestbaseball.com,Contact Person,Unknown,https://www.cincinnatiwestbaseball.com/,@CincinnatiWestBaseball,@cincywestbaseball,8,18.0,Unknown,Unknown,Unknown,Spring/Summer/Fall,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on competitive baseball for players looking to enhance their skills and compete at a higher level.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
cincinnati_spikes_baseball_cincinnati_spikes,Cincinnati Spikes,Travel Baseball Organization,Baseball,Cincinnati Spikes,Travel League,Advanced,PO Box 30146,Cincinnati,Ohio,45230.0,Hamilton,Cincinnati,Unknown,Unknown,(513) 846-5542,cincinnatispikes2010@gmail.com,Contact Person,Unknown,http://www.cincinnatispikes.com/,@CincinnatiSpikes,@cincy_spikes,10,18.0,Unknown,Unknown,Unknown,Spring/Summer/Fall,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive travel baseball program for dedicated players looking to enhance their skills and compete at a high level.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
buckhead_baseball_baseball_buckhead_baseball,Buckhead Baseball,Non-profit,Baseball,Buckhead Baseball,Youth League,Beginner to Intermediate,409 Blackland Road NW,Atlanta,Georgia,30342.0,Fulton,Atlanta,Unknown,Unknown,(404) 425-6761,info@buckheadbaseball.org,Contact Person,Unknown,www.buckheadbaseball.org,Buckhead Baseball,@buckheadbaseball,5,12.0,Unknown,Unknown,Unknown,Spring and Fall,$150,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on fundamentals and fun for young players.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
east_cobb_baseball_baseball_east_cobb_baseball,East Cobb Baseball,Club,Baseball,East Cobb Baseball,Travel Team,Intermediate to Advanced,4617 Lee Waters Road,Marietta,Georgia,30066.0,Cobb,Atlanta,Unknown,Unknown,(770) 792-1091,info@eastcobbbaseball.com,Contact Person,Unknown,www.eastcobbbaseball.com,East Cobb Baseball,@eastcobbbaseball,8,18.0,Unknown,Unknown,Unknown,Year-round,Varies by team,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Elite-level program with a track record of developing top young talent.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
newtown_recreation_baseball_newtown_dream,Newtown Recreation,Community Center,Baseball,Newtown Dream,Youth League,Beginner,3150 Old Alabama Road,Johns Creek,Georgia,30022.0,Fulton,Atlanta,Unknown,Unknown,(770) 664-5360,newtown@johnscreekga.gov,Contact Person,Unknown,www.newtownrec.com,Newtown Recreation,@newtownrec,5,12.0,Unknown,Unknown,Unknown,Spring and Fall,$100,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Emphasis on teamwork and sportsmanship in a recreational setting.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
northside_youth_organization_baseball_northside_youth_orga,Northside Youth Organization,Non-profit,Baseball,Northside Youth Organization,Youth League,Beginner to Intermediate,675 Ponce De Leon Ave NE,Atlanta,Georgia,30308.0,Fulton,Atlanta,Unknown,Unknown,(404) 363-3479,info@nyosports.com,Contact Person,Unknown,www.nyosports.com,Northside Youth Organization,@nyosports,4,14.0,Unknown,Unknown,Unknown,Spring and Fall,$125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on character development and a positive youth sports experience.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
dunwoody_senior_baseball_baseball_dunwoody_senior_base,Dunwoody Senior Baseball,League,Baseball,Dunwoody Senior Baseball,Senior League,Advanced,5321 Roberts Drive,Dunwoody,Georgia,30338.0,DeKalb,Atlanta,Unknown,Unknown,(770) 451-1691,dunwoodyseniorbaseball@gmail.com,Contact Person,Unknown,www.dunwoodyseniorbaseball.com,Dunwoody Senior Baseball,@dunwoodyseniorbaseball,15,18.0,Unknown,Unknown,Unknown,Spring and Summer,$200,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive league for high school-aged players.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
arsenal_sports_inc._baseball_augusta_arsenal_base,Arsenal Sports Inc.,Nonprofit,Baseball,Augusta Arsenal Baseball,Youth league,Beginner to intermediate,1555 Marvin Griffin Rd,Augusta,Georgia,30906.0,Richmond,Augusta,Unknown,Unknown,(706) 910-4263,info@augustaarsenal.com,Contact Person,Unknown,http://www.augustaarsenal.com/,@augustaarsenalbaseball,@augustaarsenalbaseball,5,12.0,Unknown,Unknown,Unknown,Spring and Fall,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on teaching fundamental skills and fostering a love for the game.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
augusta_greenjackets_baseball_augusta_greenjackets,Augusta GreenJackets,Professional baseball team,Baseball,Augusta Greenjackets Youth Baseball Camps,Camp,Beginner to advanced,187 Telfair St,Augusta,Georgia,30901.0,Richmond,Augusta,Unknown,Unknown,(706) 922-9467,info@greenjacketsbaseball.com,Contact Person,Unknown,http://www.milb.com/augusta/,@greenjacketsbaseball,@greenjacketsbaseball,7,14.0,Unknown,Unknown,Unknown,Summer,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Camps led by professional coaches and players.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
martinez-evans_little_league_baseball_martinez-evans_littl,Martinez-Evans Little League,Nonprofit,Baseball,Martinez-Evans Little League,Little League,Beginner to intermediate,920 Oakley Pirkle Rd,Augusta,Georgia,30907.0,Columbia,Augusta,Unknown,Unknown,(706) 860-0106,melittleleague@gmail.com,Contact Person,Unknown,http://www.mellbaseball.org/,@mellbaseball,,4,16.0,Unknown,Unknown,Unknown,Spring and Fall,$75-$150,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers opportunities for both recreational and competitive play.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
